,,JADWAL PERKULIAHAN SEMESTER PENDEK  T.A 23/24,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Senin,,,,,,,,,,,Selasa,,,,,,,,,,Rabu,,,,,,,,,,Kamis,,,,,,,,,,Jumat,,,,,,,,,,
Sesi,WAKTU,Kode MK,MK,,D1,D2,D3,,I1,I2,Grup,Luring,Kode MK,MK,,D1,D2,D3,I1,I2,Grup,Luring,Kode MK,MK,,D1,D2,D3,I1,I2,Grup,Luring,Kode MK,MK,,D1, D2,D3,I1,I2,Grup,Luring,Kode MK,MK,,D1,D2,D3,I1,I2,Grup,Luring,
1,08.00 - 08.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08.00 - 08.50,1041103,AOK,T,FST,-,-,,-,-,41TRPL3,GD524,1141290,PA I,T,ADS,-,-,-,-,41TRPL3,GD524,,,,,,,,,41TRPL3,,1041103,AOK,P,FST,-,-,-,-,41TRPL3,GD524,1141205,PBD,P,OPH,-,-,-,-,41TRPL3,GD524,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11IF1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF1,GD923,,,,-,-,-,-,-,11IF1,,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF1,GD923,,,,-,-,-,-,-,11IF1,,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11IF2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF2,GD923,,,,-,-,-,-,-,11IF2,,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF2,GD923,,,,-,-,-,-,-,11IF2,,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11SI1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI1,GD923,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11SI2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI2,GD923,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11TE1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE1,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE1,GD924,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE1,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE1,GD924,
1,08.00 - 08.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11TE2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE2,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE2,GD924,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE2,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE2,GD924,
1,08.00 - 08.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11MR1,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11MR1,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR1,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR1,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR1,GD923,
1,08.00 - 08.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11MR2,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11MR2,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR2,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR2,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR2,GD923,
1,08.00 - 08.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11TB,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11TB,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11TB,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11TB,GD924,MAS1101,MADAS I,T,JUN,SML,AMP/JAS,-,-,11TB,GD923,
1,08.00 - 08.50,MAS1202,MADAS II,T,REG,-,-,,-,-,11TM,GD924,MAS1202,MADAS II,T,REG,-,-,-,-,11TM,GD924,MAS1102,MADAS I,T,AMP,SML,-,-,-,11TM,GD924,MAS1202,MADAS II,T,REG,-,-,-,-,11TM,GD924,MAS1102,MADAS I,T,AMP,SML,-,-,-,11TM,GD924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,,-,-,-,,-,12IF1,,,,,-,-,-,-,-,12IF1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,,-,-,-,,-,12MR1,,,,,-,-,-,-,-,12MR1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,12TB,GD934,,,,-,-,-,-,-,12TB,,,,,-,-,-,-,-,12TB,,,,,-,-,-,-,-,12TB,,,,T,-,-,-,-,-,12TB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08.00 - 08.50,1144290,TA II,T,AMS,-,-,,-,-,44TRPL3,GD516,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,1144290,TA II,T,AMS,-,-,-,-,44TRPL3,GD516,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,
1,08.00 - 08.50,,,,-,-,-,,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,,,,-,-,-,,-,13SI1,,,,,-,-,-,-,-,13SI1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13TE1,,,,,-,-,-,-,-,13TE1,,,,,-,-,-,-,-,13TE1,,,,,-,-,-,-,-,13TE1,,,,,-,-,-,-,-,13TE1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13TE2,,,,,-,-,-,-,-,13TE2,,,,,-,-,-,-,-,13TE2,,,,,-,-,-,-,-,13TE2,,,,,-,-,-,-,-,13TE2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,
1,08.00 - 08.50,,,,-,-,-,,-,-,13TB,,,,,-,-,-,-,-,13TB,,31S3104,FENOPOR,T,MMK,-,-,-,-,13TB,GD933,,,,-,-,-,,-,13TB,,,,,-,-,-,-,-,13TB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,09.00 - 09.50,1141205,PBD,T,OPH,-,-,,-,-,41TRPL3,GD524,TI41101,INDIG,T,RIS,-,-,-,-,41TRPL3,GD524,1141205,PBD,T,OPH,-,-,-,-,41TRPL3,GD524,1041103,AOK,P,FST,-,-,-,-,41TRPL3,GD524,1141205,PBD,P,OPH,-,-,-,-,41TRPL3,GD524,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11IF1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF1,GD923,MAS1101,MADAS I,T,JUN,SML,AMP/JAS,-,-,11IF1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF1,GD923,,,,-,-,-,-,-,11IF1,,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11IF2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF2,GD923,MAS1101,MADAS I,T,JUN,SML,AMP/JAS,-,-,11IF2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF2,GD923,,,,-,-,-,-,-,11IF2,,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11SI1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI1,GD923,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11SI2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI2,GD923,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11TE1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE1,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE1,GD925,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE1,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE1,GD924,
2,09.00 - 09.50,MAS1201,MADAS II,T,ARS,-,-,,-,-,11TE2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE2,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE2,GD925,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE2,GD923,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE2,GD924,
2,09.00 - 09.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11MR1,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11MR1,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR1,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR1,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR1,GD923,
2,09.00 - 09.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11MR2,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11MR2,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR2,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR2,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR2,GD923,
2,09.00 - 09.50,MAS1201,MADAS II,T,REG,-,-,,-,-,11TB,GD924,MAS1201,MADAS II,T,REG,-,-,-,-,11TB,GD924,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11TB,GD925,MAS1201,MADAS II,T,REG,-,-,-,-,11TB,GD924,MAS1101,MADAS I,T,JUN,JAS,-,,,11TB,GD923,
,,MAS1202,MADAS II,T,REG,-,-,,-,-,11TM,GD924,MAS1202,MADAS II,T,REG,-,-,-,-,11TM,GD924,MAS1102,MADAS I,T,AMP,SML,-,-,-,11TM,GD925,MAS1202,MADAS II,T,REG,-,-,-,-,11TM,GD924,MAS1102,MADAS I,T,AMP,SML,-,-,-,11TM,GD924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,,-,-,-,-,-,,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,,-,-,-,-,-,,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,12TB,,,,,-,-,-,-,-,12TB,,,,,-,-,-,-,-,12TB,,,,,-,-,-,-,-,12TB,,,,T,-,-,-,-,-,12TB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,09.00 - 09.50,,,,-,-,-,,-,-,44TRPL3,,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,,,,-,-,-,-,-,44TRPL3,,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,1144290,TA II,P,AMS,-,-,-,-,44TRPL3,GD516,
2,09.00 - 09.50,,,,-,-,-,,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,,,,-,-,-,-,-,13IF1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,,,,-,-,-,-,-,13IF2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,,,,-,-,-,-,-,13SI1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,,,,-,-,-,-,-,13SI2,,
2,09.00 - 09.50,14S3121,IMM,T,GPS,-,-,,-,-,13TE1,GD929,14S3121,IMM,T,GPS,-,-,-,-,13TE1,GD929,14S3121,IMM,T,GPS,-,-,-,-,13TE1,GD929,,,,-,-,-,-,-,13TE1,,,,,-,-,-,-,-,13TE1,,
2,09.00 - 09.50,14S3121,IMM,T,GPS,-,-,,-,-,13TE2,GD929,14S3121,IMM,T,GPS,-,-,-,-,13TE2,GD929,14S3121,IMM,T,GPS,-,-,-,-,13TE2,GD929,,,,-,-,-,-,-,13TE2,,,,,-,-,-,-,-,13TE2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,,,,-,-,-,-,-,13MR1,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,,,,-,-,-,-,-,13MR2,,
2,09.00 - 09.50,,,,-,-,-,,-,-,13TB,,,,,-,-,-,-,-,13TB,,31S3104,FENOPOR,T,MMK,-,-,-,-,13TB,GD933,,,,-,-,-,-,-,13TB,,,,,-,-,-,-,-,13TB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.00 - 10.50,TI41101,INDIG,T,RIS,-,-,,-,-,41TRPL3,GD524,1041103,AOK,P,FST,-,-,-,-,41TRPL3,GD524,1141290,PA I,P,ADS,-,-,-,-,41TRPL3,GD524,1141290,PA I,P,ADS,-,-,-,-,41TRPL3,GD524,1141290,PA I,P,ADS,-,-,-,-,41TRPL3,GD524,
3,10.00 - 10.50,,,,-,-,-,,-,-,11IF1,,,,,-,-,-,-,-,11IF1,,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF1,GD923,,,,-,-,-,-,-,11IF1,,,,,-,-,-,-,-,11IF1,,
3,10.00 - 10.50,,,,-,-,-,,-,-,11IF2,,,,,-,-,-,-,-,11IF2,,MAS1201,MADAS II,T,ARS,-,-,-,-,11IF2,GD923,,,,-,-,-,-,-,11IF2,,,,,-,-,-,-,-,11IF2,,
3,10.00 - 10.50,MAS1101,MADAS I,T,JUN,JAS,-,,-,-,11SI1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI1,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI1,GD923,,,,-,-,-,-,-,11SI1,,,,,-,-,-,-,-,11SI1,,
3,10.00 - 10.50,MAS1101,MADAS I,T,JUN,JAS,-,,-,-,11SI2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11SI2,GD923,MAS1201,MADAS II,T,ARS,-,-,-,-,11SI2,GD923,,,,-,-,-,-,-,11SI2,,,,,-,-,-,-,-,11SI2,,
3,10.00 - 10.50,MAS1101,MADAS I,T,AMP,SML,-,,-,-,11TE1,GD924,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE1,GD924,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE1,GD923,,,,-,-,-,-,-,11TE1,,,,,-,-,-,-,-,11TE1,,
3,10.00 - 10.50,MAS1101,MADAS I,T,AMP,SML,-,,-,-,11TE2,GD924,MAS1101,MADAS I,T,AMP,SML,-,-,-,11TE2,GD924,MAS1201,MADAS II,T,ARS,-,-,-,-,11TE2,GD923,,,,-,-,-,-,-,11TE2,,,,,-,-,-,-,-,11TE2,,
3,10.00 - 10.50,MAS1101,MADAS I,T,JUN,SML,-,,-,-,11MR1,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR1,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR1,GD924,,,,-,-,-,-,-,11MR1,,,,,-,-,-,-,-,11MR1,,
3,10.00 - 10.50,MAS1101,MADAS I,T,JUN,SML,-,,-,-,11MR2,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11MR2,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11MR2,GD924,,,,-,-,-,-,-,11MR2,,,,,-,-,-,-,-,11MR2,,
3,10.00 - 10.50,MAS1101,MADAS I,T,JUN,JAS,-,,-,-,11TB,GD923,MAS1101,MADAS I,T,JUN,JAS,-,-,-,11TB,GD923,MAS1201,MADAS II,T,REG,-,-,-,-,11TB,GD924,,PTB,T,FBA,-,-,-,-,11TB,GD933,,,,-,-,-,,,11TB,,
3,10.00 - 10.50,MAS1102,MADAS I,T,AMP,SML,-,,-,-,11TM,GD924,MAS1102,MADAS I,T,AMP,SML,-,-,-,11TM,GD924,MAS1202,MADAS II,T,REG,-,-,-,-,11TM,GD924,,,,-,-,-,-,-,11TM,,,,,-,-,-,-,-,11TM,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.00 - 10.50,,,,-,-,-,,-,-,12IF1,,,,,-,-,-,-,-,12IF1,,,,T,-,-,-,-,-,12IF1,GD924,,,,-,-,-,-,-,12IF1,,,,T,-,-,-,-,-,12IF1,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12IF2,,,,,-,-,-,-,-,12IF2,,,,T,-,-,-,-,-,12IF2,GD924,,,,-,-,-,-,-,12IF2,,,,T,-,-,-,-,-,12IF2,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12SI1,,,,,-,-,-,-,-,12SI1,,,,T,-,-,-,-,-,12SI1,GD924,,,,-,-,-,-,-,12SI1,,,,T,-,-,-,-,-,12SI1,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12SI2,,,,,-,-,-,-,-,12SI2,,,,T,-,-,-,-,-,12SI2,GD924,,,,-,-,-,-,-,12SI2,,,,T,-,-,-,-,-,12SI2,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12TE1,,,,,-,-,-,-,-,12TE1,,,,T,-,-,-,-,-,12TE1,GD924,,,,-,-,-,-,-,12TE1,,,,T,-,-,-,-,-,12TE1,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12TE2,,,,,-,-,-,-,-,12TE2,,,,T,-,-,-,-,-,12TE2,GD924,,,,-,-,-,-,-,12TE2,,,,T,-,-,-,-,-,12TE2,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12MR1,,,,,-,-,-,-,-,12MR1,,,,T,-,-,-,-,-,12MR1,GD924,,,,-,-,-,-,-,12MR1,,,,T,-,-,-,-,-,12MR1,GD924,
3,10.00 - 10.50,,,,-,-,-,,-,-,12MR2,,,,,-,-,-,-,-,12MR2,,,,T,-,-,-,-,-,12MR2,GD924,,,,-,-,-,-,-,12MR2,,,,T,-,-,-,-,-,12MR2,GD924,
